DT,Quote,MarketCap,LastPrice,PE,DY,ROE,Open,Low,High,Chg,ChgPct,Volume,BidPrice,BidVolume,AskPrice,AskVolume,MYRCNY_PerUnit,MYRSGD_PerUnit,MYRUSD_PerUnit,DJI_LastPrice,IXIC_LastPrice,DJI_Change,IXIC_Change,DJI_ChgPct,IXIC_ChgPct,DJI_ChgVolume,IXIC_ChgVolume,CLF_LastPrice,GCF_LastPrice,ZGF_LastPrice,CLF_Change,GCF_Change,ZGF_Change,CLF_ChgPct,GCF_ChgPct,ZGF_ChgPct,CLF_Volume,GCF_Volume,ZGF_Volume,Polarity,Spread,SMA3,WD_Friday,WD_Monday,WD_Thursday,WD_Tuesday,WD_Wednesday,UP
2019-04-16,AIRASIA,8255.0,2.47,4.08,25.91,32.57,2.47,2.45,2.52,0.01,0.40650406504065817,95957,2.46,100,2.47,2432,0.6153762981,3.0500761518,4.1304003074,26384.77,7976.01,-27.53,-8.15,-0.1,-0.1,250.622,1672.0,63.65,1282.9,1309.9,0.25,-8.4,23.1,0.39,-0.65,1.8,154963.0,128250.0,1.0,0.3050666666666667,0.06999999999999984,2.4733333333333345,0,0,0,1,0,True
2019-04-17,AIRASIA,8288.0,2.48,4.09,25.81,32.57,2.49,2.45,2.5,0.01,0.4048582995951344,80805,2.48,1204,2.49,888,0.6183668499,3.0568317715,4.1358373536,26384.77,7976.01,-27.53,-8.15,-0.1,-0.1,250.622,1672.0,64.43,1278.3,1276.9,0.38,1.1,-0.3,0.59,0.09,-0.02,61593.0,116017.0,0.0,0.0,0.04999999999999982,2.470000000000001,0,0,0,0,1,False
2019-04-18,AIRASIA,8121.0,2.43,4.01,26.34,32.57,2.49,2.42,2.49,-0.05,-2.0161290322580627,110831,2.43,1207,2.44,1953,0.6196186086,3.0654146961,4.1570396897,26449.54,7996.08,-3.12,-4.15,-0.01,-0.05,367.776,2116.0,63.99,1276.2,1309.9,0.23,-0.6,37.7,0.36,-0.05,2.96,32622.0,129327.0,0.0,0.17813333333333334,0.07000000000000028,2.4600000000000013,0,0,1,0,0,True
2019-04-19,AIRASIA,8355.0,2.5,4.13,25.6,32.57,2.45,2.44,2.51,0.07,2.8806584362139898,47274,2.49,371,2.5,7484,0.6178393881,3.0567628093,4.1432012673,26449.54,7996.08,-3.12,-4.15,-0.01,-0.05,367.776,2116.0,64.0,1277.9,1276.9,0.0,1.9,0.9,0.0,0.15,0.07,114864.0,219695.0,0.0,0.1591,0.06999999999999984,2.4700000000000006,1,0,0,0,0,False
2019-04-22,AIRASIA,8255.0,2.47,4.08,25.91,32.57,2.5,2.45,2.51,-0.03,-1.19999999999999,45653,2.46,1546,2.47,2274,0.616751258,3.0494159453,4.1363880704,26559.54,7998.06,110.04,1.98,0.42,0.02,332.851,1890.0,65.39,1279.1,1276.9,1.39,3.1,0.9,2.17,0.24,0.07,4483.0,70618.0,0.0,0.0,0.05999999999999961,2.4666666666666672,0,1,0,0,0,True
2019-04-23,AIRASIA,8322.0,2.49,4.11,25.7,32.57,2.47,2.46,2.52,0.02,0.809716599190291,60476,2.49,136,2.5,4264,0.613492731,3.0376376997,4.1256337973,26511.05,8015.27,-48.49,17.21,-0.18,0.22,232.571,1632.0,65.64,1270.4,1276.9,0.09,-7.2,-0.7,0.14,-0.56,-0.05,198287.0,113801.0,0.0,0.6369,0.06000000000000005,2.4866666666666677,0,0,0,1,0,True
2019-04-24,AIRASIA,8422.0,2.52,4.16,25.4,32.57,2.5,2.48,2.57,0.03,1.2048192771084265,62969,2.51,2937,2.52,1824,0.613492731,3.0376376997,4.1256337973,26656.39,8120.82,145.34,105.56,0.55,1.32,311.691,1909.0,66.34,1274.6,1276.9,0.04,1.4,3.7,0.06,0.11,0.29,177714.0,99941.0,0.0,0.0,0.08999999999999986,2.493333333333334,0,0,0,0,1,True
2019-04-25,AIRASIA,8555.0,2.56,4.23,25.0,32.57,2.52,2.52,2.56,0.04,1.5873015873015817,45429,2.54,111,2.56,606,0.613492731,3.0376376997,4.1256337973,26597.05,8102.01,-59.34,-18.81,-0.22,-0.23,283.374,1863.0,66.05,1279.0,1276.9,0.16,-0.4,-2.5,0.24,-0.03,-0.2,178062.0,96689.0,0.0,0.0,0.040000000000000036,2.523333333333334,0,0,1,0,0,True
2019-04-26,AIRASIA,8956.0,2.68,4.42,23.88,32.57,2.58,2.57,2.68,0.12,4.6875,102832,2.68,2949,2.69,1303,0.613492731,3.0376376997,4.1256337973,26462.08,8118.68,-134.97,16.67,-0.51,0.21,296.728,1863.0,64.02,1285.3,1276.9,-1.19,5.6,-2.8,-1.82,0.44,-0.22,267605.0,120703.0,0.0,0.27686666666666665,0.11000000000000032,2.5866666666666673,1,0,0,0,0,True
2019-04-29,AIRASIA,9023.0,2.7,4.46,23.7,32.57,2.72,2.69,2.79,0.02,0.746268656716409,150876,2.7,2265,2.71,276,0.613492731,3.0376376997,4.1256337973,26543.33,8146.4,81.23,27.72,0.31,0.34,317.288,1830.0,63.06,1284.2,1276.9,-0.24,-4.6,-11.9,-0.38,-0.36,-0.92,209032.0,104283.0,0.0,0.4939,0.10000000000000009,2.646666666666667,0,1,0,0,0,True
2019-04-30,AIRASIA,9124.0,2.73,4.51,23.44,32.57,2.7,2.7,2.75,0.03,1.1111111111111072,47386,2.72,1510,2.73,3613,0.613492731,3.0376376997,4.1256337973,26554.39,8161.85,11.06,15.46,0.04,0.19,279.446,1634.0,64.71,1283.2,1276.9,1.21,1.7,-4.6,1.91,0.13,-0.36,222839.0,105504.0,0.0,0.0,0.04999999999999982,2.7033333333333336,0,0,0,1,0,False
2019-05-01,AIRASIA,9124.0,2.73,4.51,23.44,32.57,2.7,2.7,2.75,0.03,0.0,47386,2.72,1510,2.73,3613,0.613492731,3.0376376997,4.1256337973,26592.91,8095.39,38.52,-66.47,0.15,-0.81,340.317,1932.0,63.33,1282.4,1276.9,-0.58,-3.3,-8.8,-0.91,-0.26,-0.68,180659.0,83560.0,0.0,0.0,0.04999999999999982,2.7200000000000006,0,0,0,0,1,False
2019-05-02,AIRASIA,8789.0,2.63,4.34,24.33,32.57,2.73,2.62,2.73,-0.1,-3.663003663003661,66435,2.63,70,2.65,464,0.613492731,3.0376376997,4.1256337973,26430.14,8049.64,-162.77,-45.75,-0.61,-0.57,303.847,2040.0,62.44,1271.4,1276.9,-1.16,-12.8,-7.3,-1.82,-1.0,-0.57,219243.0,132064.0,0.0,0.20095,0.10999999999999988,2.6966666666666677,0,0,1,0,0,True
2019-05-03,AIRASIA,9057.0,2.71,4.47,23.62,32.57,2.67,2.65,2.72,0.08,3.041825095057038,88990,2.68,379,2.71,1765,0.613492731,3.0376376997,4.1256337973,26430.14,8049.64,-162.77,-45.75,-0.61,-0.57,303.847,2040.0,62.06,1274.8,1276.9,0.25,2.8,4.9,0.4,0.22,0.39,196847.0,100894.0,0.0,0.20095,0.07000000000000028,2.6900000000000013,1,0,0,0,0,False
2019-05-06,AIRASIA,8956.0,2.68,4.42,23.88,32.57,2.68,2.65,2.69,-0.03,-1.1070110701106972,31271,2.68,452,2.69,616,0.613492731,3.0376376997,4.1256337973,26438.48,8123.29,-66.47,-40.71,-0.25,-0.5,283.021,1733.0,61.24,1279.0,1284.2,-0.7,-2.3,2.9,-1.13,-0.18,0.23,283145.0,134279.0,1.0,0.10115,0.040000000000000036,2.6733333333333342,0,1,0,0,0,False
2019-05-07,AIRASIA,8723.0,2.61,4.31,24.52,32.57,2.65,2.61,2.66,-0.07,-2.6119402985074758,47220,2.61,5485,2.63,18,0.613492731,3.0376376997,4.1256337973,26438.48,8123.29,-66.47,-40.71,-0.25,-0.5,283.021,1733.0,61.57,1281.1,1284.2,-0.68,-2.7,0.4,-1.09,-0.21,0.03,234568.0,96127.0,0.0,0.10115,0.050000000000000266,2.666666666666668,0,0,0,1,0,False
