DT,Quote,DJI_LastPrice,IXIC_LastPrice,DJI_Change,IXIC_Change,DJI_ChgPct,IXIC_ChgPct,DJI_ChgVolume,IXIC_ChgVolume,MYRCNY_PerUnit,MYRSGD_PerUnit,MYRUSD_PerUnit,CLF_LastPrice,GCF_LastPrice,ZGF_LastPrice,CLF_Change,GCF_Change,ZGF_Change,CLF_ChgPct,GCF_ChgPct,ZGF_ChgPct,CLF_Volume,GCF_Volume,MarketCap,LastPrice,PE,DY,ROE,Open,Low,High,Chg,ChgPct,Volume,BidPrice,BidVolume,AskPrice,AskVolume,Polarity,Spread,SMA3,WD_Friday,WD_Monday,WD_Thursday,WD_Tuesday,WD_Wednesday,UP
2019-03-04,AIRASIA,0.46912505493762413,0.2626453625791812,0.5918718015763326,0.7080449262113099,0.5882352941176471,0.7066326530612245,0.0,0.0,0.2555309899817408,0.16778065497232786,0.2850386841826937,0.0,0.4733606557377035,0.35336538461538103,0.748062015503876,0.26174496644295303,0.10980392156862746,0.7869674185463659,0.25877192982456143,0.10804020100502514,1.0,0.45311483327407986,0.8639455782312925,0.8636363636363635,0.8630136986301363,0.04744525547445263,0.0,0.7692307692307694,0.8048780487804877,0.8536585365853656,0.7727272727272728,0.7440274160383825,0.9625415444770283,0.8837209302325585,0.2506369853828617,0.8837209302325576,0.13030907278165504,0.0,0.7777777777777733,0.9107142857142834,0,1,0,0,0,False
2019-03-05,AIRASIA,0.292792183643803,0.21084833668742095,0.3321006561826853,0.5828000522397806,0.32679738562091504,0.5790816326530612,0.7175263300027005,1.0,0.2822064689773013,0.13220588722967108,0.3121526262841104,0.0,0.4733606557377035,0.35336538461538103,0.748062015503876,0.26174496644295303,0.10980392156862746,0.7869674185463659,0.25877192982456143,0.10804020100502514,1.0,0.45311483327407986,0.8183673469387756,0.818181818181818,0.8219178082191784,0.06326034063260336,0.0,0.8974358974358972,0.8292682926829262,0.8048780487804875,0.36363636363636365,0.3534229802014251,0.6193157380254154,0.8372093023255817,0.19176612578785035,0.8372093023255808,0.00448654037886341,0.21087845372320654,0.44444444444444337,0.9107142857142834,0,0,0,1,0,True
2019-03-06,AIRASIA,0.2817877548260603,0.20921406285876304,0.45325165290799746,0.6369335248791955,0.4477124183006536,0.6326530612244898,0.5802626636992062,0.7849501558200143,0.3078226461607423,0.16546173708337827,0.36060325548075817,0.0,0.4733606557377035,0.35336538461538103,0.748062015503876,0.26174496644295303,0.10980392156862746,0.7869674185463659,0.25877192982456143,0.10804020100502514,1.0,0.45311483327407986,0.8414965986394558,0.8409090909090903,0.8356164383561643,0.054744525547445175,0.0,0.8974358974358972,0.8780487804878043,0.8048780487804875,0.5,0.4815789279739391,0.4284574780058651,0.8604651162790695,0.2246211613249296,0.8604651162790697,0.21415752741774677,0.2408210465452443,0.22222222222222168,0.9107142857142834,0,0,0,0,1,True
2019-03-07,AIRASIA,0.16923323979850535,0.11407501451937492,0.4236175961550434,0.41089852422619827,0.4150326797385621,0.4005102040816326,0.5956742125831495,0.8311190489208021,0.3199154841401116,0.12658139674370358,0.3910598100239368,0.0,0.4733606557377035,0.35336538461538103,0.748062015503876,0.26174496644295303,0.10980392156862746,0.7869674185463659,0.25877192982456143,0.10804020100502514,1.0,0.45311483327407986,0.9095238095238095,0.909090909090909,0.9041095890410955,0.030413625304136258,0.0,0.8974358974358972,0.9268292682926823,0.9512195121951219,0.5909090909090909,0.5669636737491455,0.8902209188660801,0.9302325581395353,0.15689955746278664,0.9302325581395343,0.0,0.31871308801057285,0.6666666666666651,0.9285714285714267,0,0,1,0,0,True
2019-03-08,AIRASIA,0.0,0.0,0.34011928330407276,0.3651234164816508,0.3300653594771242,0.3494897959183674,0.6977784399725604,0.9240643205579147,0.2470583401021874,0.12607914762010608,0.35908346370977523,0.0,0.4733606557377035,0.35336538461538103,0.748062015503876,0.26174496644295303,0.10980392156862746,0.7869674185463659,0.25877192982456143,0.10804020100502514,1.0,0.45311483327407986,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.6363636363636365,0.6079191662811801,0.6303421309872923,1.0,0.5020785838809173,1.0,0.20378863409770687,0.31871308801057285,0.5555555555555517,1.0,1,0,0,0,0,False
2019-03-11,AIRASIA,0.06882416579329956,0.22902794473183002,0.46962509182822204,0.7485307561708241,0.4607843137254902,0.75,0.7865228876245107,0.7916324956109178,0.23301008297152578,0.12650050028429904,0.37242559419204974,0.0,0.4733606557377035,0.35336538461538103,0.748062015503876,0.26174496644295303,0.10980392156862746,0.7869674185463659,0.25877192982456143,0.10804020100502514,1.0,0.45311483327407986,0.7727891156462585,0.7727272727272725,0.7671232876712331,0.07907542579075409,0.0,0.7948717948717945,0.8048780487804877,0.7317073170731708,0.5454545454545455,0.021397883615572863,0.3587800586510264,0.7674418604651159,0.43140673192973045,0.7674418604651162,0.010169491525423728,0.21087845372320654,0.22222222222222168,0.9732142857142838,0,1,0,0,0,False
2019-03-12,AIRASIA,0.06882416579329956,0.22902794473183002,0.46962509182822204,0.7485307561708241,0.4607843137254902,0.75,0.7865228876245107,0.7916324956109178,0.28815065823444763,0.17601960889770996,0.32757434959765075,0.0,0.4733606557377035,0.35336538461538103,0.748062015503876,0.26174496644295303,0.10980392156862746,0.7869674185463659,0.25877192982456143,0.10804020100502514,1.0,0.45311483327407986,0.7047619047619048,0.7045454545454547,0.6986301369863007,0.6374695863746958,0.0,0.8205128205128208,0.7560975609756097,0.7317073170731708,0.31818181818181823,0.308959947345371,0.19971847507331378,0.7209302325581401,0.24647981762102722,0.7209302325581394,0.00897308075772682,0.21087845372320654,0.44444444444444337,0.8928571428571412,0,0,0,1,0,True
2019-03-13,AIRASIA,0.06882416579329956,0.22902794473183002,0.46962509182822204,0.7485307561708241,0.4607843137254902,0.75,0.7865228876245107,0.7916324956109178,0.34582330207363277,0.3057934562364958,0.3692490079645709,0.0,0.4733606557377035,0.35336538461538103,0.748062015503876,0.26174496644295303,0.10980392156862746,0.7869674185463659,0.25877192982456143,0.10804020100502514,1.0,0.45311483327407986,0.8183673469387756,0.818181818181818,0.8219178082191784,0.586374695863747,0.0,0.8205128205128208,0.7804878048780493,0.8292682926829271,0.6818181818181819,0.6571844529049483,0.4679960899315738,0.8139534883720927,0.036609896741316886,0.8139534883720929,0.26430707876370885,0.49510593482839793,0.7777777777777733,0.821428571428568,0,0,0,0,1,False
2019-03-14,AIRASIA,0.06882416579329956,0.22902794473183002,0.46962509182822204,0.7485307561708241,0.4607843137254902,0.75,0.7865228876245107,0.7916324956109178,0.275481938340282,0.2669804710994882,0.3917295931367327,0.0,0.4733606557377035,0.35336538461538103,0.748062015503876,0.26174496644295303,0.10980392156862746,0.7869674185463659,0.25877192982456143,0.10804020100502514,1.0,0.45311483327407986,0.7503401360544217,0.7499999999999992,0.7534246575342459,0.6167883211678833,0.0,0.8974358974358972,0.8292682926829262,0.8048780487804875,0.31818181818181823,0.30988967255521765,0.25757184750733136,0.7674418604651159,0.13343167493630145,0.7674418604651162,0.02193419740777667,0.14694585553215217,0.44444444444444337,0.8124999999999963,0,0,1,0,0,True
2019-03-15,AIRASIA,0.20006592514959867,0.28289144910114905,0.5982095053104728,0.6000718296983153,0.5947712418300654,0.596938775510204,0.740139247146613,0.8147169421613117,0.2499448606252077,0.2764518133532062,0.32191625673674523,0.19307450157397651,0.7295081967213103,0.39182692307692285,0.5116279069767441,0.5604026845637584,0.07058823529411767,0.5112781954887218,0.5614035087719298,0.07035175879396986,0.12097749503892138,0.07808716300971981,0.8183673469387756,0.818181818181818,0.8219178082191784,0.586374695863747,0.0,0.8461538461538459,0.7560975609756097,0.7317073170731708,0.5909090909090909,0.5688231963524755,0.5227057673509287,0.744186046511628,0.012069196727906665,0.8139534883720929,0.07088733798604187,0.8435138148928262,0.44444444444444337,0.8571428571428545,1,0,0,0,0,False
2019-03-18,AIRASIA,0.4902718144629634,0.43574332446413344,0.7627532279954676,0.7375604022463106,0.761437908496732,0.7346938775510204,0.0834706870167401,0.09732706408363857,0.24990775117981243,0.2982482322577654,0.3106986596364041,0.19307450157397651,0.7295081967213103,0.39182692307692285,0.5116279069767441,0.5604026845637584,0.07058823529411767,0.5112781954887218,0.5614035087719298,0.07035175879396986,0.12097749503892138,0.07808716300971981,0.8183673469387756,0.818181818181818,0.8219178082191784,0.586374695863747,0.0,0.8974358974358972,0.8536585365853657,0.7804878048780489,0.4545454545454546,0.43865661411925966,0.07274291300097752,0.8139534883720927,0.4878637521791605,0.8139534883720929,0.0022931206380857427,0.21087845372320654,0.22222222222222168,0.8571428571428558,0,1,0,0,0,True
2019-03-19,AIRASIA,0.4902718144629634,0.43574332446413344,0.7627532279954676,0.7375604022463106,0.761437908496732,0.7346938775510204,0.0834706870167401,0.09732706408363857,0.1970488000161966,0.2819435859726348,0.275355667977244,0.2696747114375656,0.7684426229508204,0.39182692307692285,0.5736434108527132,0.6711409395973155,0.09803921568627451,0.5789473684210527,0.6710526315789473,0.09547738693467336,0.04975383166923715,0.1657264366736653,0.8863945578231293,0.8863636363636358,0.8904109589041096,0.557177615571776,0.0,0.8717948717948721,0.8536585365853657,0.9268292682926833,0.5909090909090909,0.5674235556833003,0.540574780058651,0.8604651162790695,0.08917795360064369,0.8837209302325576,0.02711864406779661,0.7960599677859,0.8888888888888867,0.9107142857142858,0,0,0,1,0,False
2019-03-20,AIRASIA,0.35003718854592913,0.40855495076918874,0.5561615180605879,0.6718035784249706,0.5522875816993463,0.6683673469387755,0.8626276923649977,0.9453263108016985,0.16686799049184792,0.12453742457208934,0.12882115535155708,0.16998950682056635,0.7684426229508204,0.39182692307692285,0.22868217054263565,0.5033557046979866,0.0,0.20050125313283207,0.5043859649122807,0.0,0.0,0.22505148346156684,0.8183673469387756,0.818181818181818,0.8219178082191784,0.586374695863747,0.0,0.8974358974358972,0.8536585365853657,0.7804878048780489,0.31818181818181823,0.31125953363568787,0.1435464320625611,0.8139534883720927,0.4564838406866032,0.8139534883720929,0.0630109670987039,0.7960599677859,0.22222222222222168,0.9107142857142869,0,0,0,0,1,False
2019-03-21,AIRASIA,0.35003718854592913,0.40855495076918874,0.5561615180605879,0.6718035784249706,0.5522875816993463,0.6683673469387755,0.8626276923649977,0.9453263108016985,0.0,0.0,0.0,0.32633788037775435,0.9733606557377058,0.8581730769230744,0.3410852713178294,1.0,0.47450980392156866,0.3283208020050125,1.0,0.4673366834170854,0.4617899415594042,0.4025436519382601,0.7727891156462585,0.7727272727272725,0.7671232876712331,0.6058394160583943,0.0,0.8974358974358972,0.8292682926829262,0.7804878048780489,0.36363636363636365,0.35281198640989964,0.13682893450635386,0.7906976744186048,0.05377497653211747,0.7906976744186041,0.03489531405782652,0.7960599677859,0.333333333333335,0.8928571428571448,0,0,1,0,0,True
2019-03-22,AIRASIA,0.413536630717738,0.5638920028633555,0.8594249996887179,1.0,0.8594771241830065,1.0,0.8409056341394522,0.9611209321256523,0.13568485202673047,0.20223086399611084,0.23890319482061417,0.25183630640083926,0.8442622950819643,0.8581730769230744,0.16279069767441856,0.6006711409395973,0.3647058823529412,0.13533834586466165,0.6008771929824561,0.3592964824120603,0.5438434509861038,0.3769260180980299,0.8183673469387756,0.818181818181818,0.8219178082191784,0.586374695863747,0.0,0.8974358974358972,0.7804878048780493,0.7560975609756093,0.5454545454545455,0.5251210586351872,0.13282502443792765,0.7906976744186048,0.006705109293281481,0.8139534883720929,0.04297108673978066,0.7960599677859,0.4444444444444384,0.8660714285714286,1,0,0,0,0,False
2019-03-25,AIRASIA,0.024586700023665566,0.2987749699482704,0.01644814662632448,0.0,0.006535947712418306,0.0,1.0,0.8961199905232272,0.12554584569894187,0.20027450193859683,0.17447279216869893,0.2077649527806922,1.0,0.9639423076923076,0.3643410852713178,0.6879194630872484,0.35294117647058826,0.3508771929824562,0.6885964912280701,0.34673366834170855,0.49603243752161935,0.2064168181543766,0.636734693877551,0.636363636363636,0.6301369863013695,0.6690997566909976,0.0,0.7435897435897443,0.7073170731707316,0.6585365853658531,0.09090909090909093,0.09527810328181693,0.4301544477028348,0.6511627906976744,0.781681641410755,0.6744186046511627,0.003988035892323031,0.21087845372320654,0.33333333333333004,0.7946428571428589,0,1,0,0,0,True
